Nhash ID,Variable Name,Field Name,Description,Data Type,Numeric Type,Unit,Min,Max,Step,Resource Type,Nullable,Null Represents,BICAN UUID,Parent Variable,Resource Subgroup,Value Set (code/#/label)
PD-CIONCA52,species,Species That the Tissue Belongs To,NCBI Taxonomy code of the species that the tissue belongs to,categorical,"","","","","",Tissue,No,"",6837cb02-6bd7-4fb8-838c-9062ead96ba4,Tissue,Anatomical/Biological Properties,NCBITaxon:9606/#/Homo sapiensNCBITaxon:9606/#/Homo sapiensNCBITaxon:9483/#/Callithrix jacchusNCBITaxon:10090/#/Mus musculusNCBITaxon:9544/#/ Macaca mulattaNCBITaxon:60711/#/Chlorocebus sabaeusNCBITaxon:9999/#/Urocitellus parryiiNCBITaxon:9361/#/Dasypus novemcinctusNCBITaxon:9598/#/Pan troglodytesNCBITaxon:9669/#/Mustela putorius furoNCBITaxon:9593/#/Gorilla gorillaNCBITaxon:9545/#/Macaca nemestrinaNCBITaxon:13616/#/Monodelphis domesticaNCBITaxon:9986/#/Oryctolagus cuniculusNCBITaxon:10116/#/Rattus norvegicusNCBITaxon:9541/#/Macaca fascicularisNCBITaxon:9534/#/Chlorocebus aethiopsNCBITaxon:9614/#/Canis latransNCBITaxon:9555/#/Papio anubisNCBITaxon:27679/#/Saimiri boliviensisNCBITaxon:9521/#/Saimiri sciureusNCBITaxon:30608/#/Microcebus murinusNCBITaxon:37293/#/Aotus nancymaaeNCBITaxon:37347/#/Tupaia belangeriNCBITaxon:10181/#/Heterocephalus glaberNCBITaxon:9823/#/Sus scrofaNCBITaxon:9685/#/Felis catusNCBITaxon:9742/#/Phocoena phocoena
PD-GXNIXI56,project_identifier,The Database ID of the Project This Tissue is for,NIMP database id of the project that this Tissue belongs to,numeric,"","","","","",Tissue,No,"","",Tissue,Ownership,""
PD-NLNONY46,structure,Tissue Sample Structure,The label referring to a structure in a brain atlas that the tissue was found to be associated with  ,categorical,"","","","","",Tissue,No,"","",Tissue,Anatomical/Biological Properties,structure_value_set.csv
"",dissociated_cell_sample,Dissociated Cell Sample,"","","","","","","","","","","","","",""
PD-RQRWHS40,dissociated_cell_sample_local_name,Dissociated Cell Sample Local Name / Identifier,Name of a collection of dissociated cells or nuclei derived from dissociation of a tissue sample.,text,"","","","","",Dissociated Cell Sample,No,"",65e2c7da-9eb4-45b2-8ccb-d69ef9785ee2,Dissociated Cell Sample,Identification,""
PD-IDIDXT26,dissociated_cell_sample_nhash_id,Dissociated Cell Sample NHash ID,NIMP generated globally unique identifier for a Dissociated Cell Sample,text,"","","","","",Dissociated Cell Sample,No,"","",Dissociated Cell Sample,Identification,""
PD-CFCFPS27,dissociated_cell_sample_cell_label_barcode,Dissociated Cell Sample Cell Label Barcode,"Name of oligo used in cell plexing. The oligo will tag allow separate dissociated cell samples to be combined downstream in the barcoded cell sample. The oligo name is associated with a sequence in a lookup table. This sequence will be needed to during analysis, after alignment, to associate reads with parent dissociated cell sample.",categorical,"","","","","",Dissociated Cell Sample,Yes,"",0c8628d0-809b-458c-b4b3-686131dceef8,Dissociated Cell Sample,Preparation,CMO301/#/CMO301CMO302/#/CMO302CMO303/#/CMO303CMO304/#/CMO304CMO305/#/CMO305CMO306/#/CMO306CMO307/#/CMO307CMO308/#/CMO308CMO309/#/CMO309CMO310/#/CMO310CMO311/#/CMO311CMO312/#/CMO3122nt-001/#/2nt-0012nt-002/#/2nt-0022nt-003/#/2nt-0032nt-004/#/2nt-0043nt-001/#/3nt-0013nt-002/#/3nt-0023nt-003/#/3nt-0033nt-004/#/3nt-0043nt-005/#/3nt-0053nt-006/#/3nt-006
PD-RELLGO26,dissociated_cell_sample_cell_prep_type,Cell Prep Type,"The type of cell preparation. For example: Cells, Nuclei. This is a property of dissociated_cell_sample.",categorical,"","","","","",Dissociated Cell Sample,No,"",baae4ac3-f959-4594-b943-3a82ec19bd34,Dissociated Cell Sample,Preparation,Nuclei/#/isolated nucleiCells/#/isolated whole cells
PD-BUBUFE27,dissociated_cell_sample_preparation_date,Dissociated Cell Sample Preparation Date,Date of dissociated cell sample creation.,date,"","","","","",Dissociated Cell Sample,Yes,"",c508b63d-a1b4-42de-9b22-9c4736deac6e,Dissociated Cell Sample,Preparation,""
PD-GXSGXI56,project_identifier,The Database ID of the Project the Dissociated Cell Sample is for,NIMP database id of the project the dissociated cell sample is associated with,numeric,"","","","","",Dissociated Cell Sample,No,"","",Dissociated Cell Sample,Ownership,""
"",enriched_cell_sample,Enriched Cell Sample,"","","","","","","","","","","","","",""
PD-BERWTM41,enriched_cell_sample_local_name,Enriched Cell Sample Local Name / Identifier,Name of collection of enriched cells or nuclei after enrichment process (usually via FACS using the Enrichment Plan) applied to dissociated_cell_sample.,text,"","","","","",Enriched Cell Sample,No,"",bb3fc701-23a7-45c1-890d-7471730e0ec1,Enriched Cell Sample,Identification,""
PD-ETSJUU27,enriched_cell_sample_nhash_id,Enriched Cell Sample NHash ID,NIMP generated globally unique identifier for an Enriched Cell Sample,text,"","","","","",Enriched Cell Sample,No,"","",Enriched Cell Sample,Identification,""
PD-CTCTTK28,enriched_cell_sample_cell_label_barcode,Enriched Cell Sample Cell Label Barcode,Name of molecular barcode used to individual Enriched Cell Source to allow for pooling of Enriched Cell Sources before 10x load (Barcoding Cell step) [aka 1st round barcodes],categorical,"","","","","",Enriched Cell Sample,Yes,"",bdd5e2bf-c6fa-43e6-a5ac-6878fcf814d6,Enriched Cell Sample,Preparation,CMO301/#/CMO301CMO302/#/CMO302CMO303/#/CMO303CMO304/#/CMO304CMO305/#/CMO305CMO306/#/CMO306CMO307/#/CMO307CMO308/#/CMO308CMO309/#/CMO309CMO310/#/CMO310CMO311/#/CMO311CMO312/#/CMO3122nt-001/#/2nt-0012nt-002/#/2nt-0022nt-003/#/2nt-0032nt-004/#/2nt-0043nt-001/#/3nt-0013nt-002/#/3nt-0023nt-003/#/3nt-0033nt-004/#/3nt-0043nt-005/#/3nt-0053nt-006/#/3nt-006
PD-PFPFFC28,enriched_cell_sample_preparation_date,Enriched Cell Sample Preparation Date,Date of enriched cell sample creation.,date,"","","","","",Enriched Cell Sample,Yes,"",e2fd2d84-3999-4cc4-8f41-e0e2a708f407,Enriched Cell Sample,Preparation,""
PD-GXLIXI56,project_identifier,The Database ID of the Project This Enriched Cell Sample is for,NIMP database id for the project his Enriched Cell Sample is associated with,numeric,"","","","","",Enriched Cell Sample,No,"","",Enriched Cell Sample,Ownership,""
PD-TZTZPI37,enrichment_population,Enrichment Population,Actual percentage of cells as a result of using set of fluorescent marker label(s) to enrich dissociated_cell_sample with desired mix of cell populations. This plan can also be used to describe 'No FACS' where no enrichment was performed. This is a property of enriched_cell_prep_container.,text,"","","","","",Enriched Cell Sample,Yes,"",875f1c70-f5aa-45e3-94b9-5e482f6c4830,Enriched Cell Sample,Enrichment Details,""
PD-ESESLW44,histone_modification_marker,Histone Modification Marker,"Histone modification marker antibodies (eg H3K27ac, H3K27me3, H3K9me3) used in conjunction with an Enriched Cell Source Barcode in order to combine multiple Enriched Cell Populations before Barcoded Cell Sample step for 10xMultiome method. Each of the Histone antibodies captures an essential part of the epigenome.",text,"","","","","",Enriched Cell Sample,Yes,"",a2ef2228-e438-4260-95e5-22eb3b35b5a9,Enriched Cell Sample,Enrichment Details,""
"",barcoded_cell_sample,Barcoded Cell Sample,"","","","","","","","","","","","","",""
PD-XEMDJF38,barcoded_cell_sample_local_name,Barcoded Cell Sample Local Name / Identifier,Name of a collection of barcoded cells. Input will be either dissociated_cell_sample or enriched_cell_sample. Cell barcodes are only guaranteed to be unique within this one collection. One dissociated_cell_sample or enriched_cell_sample can lead to multiple barcoded_cell_samples.,text,"","","","","",Barcoded Cell Sample,No,"",4c0e6380-e53f-4173-a474-d41e836fefe3,Barcoded Cell Sample,Identification,""
PD-BWBZRC24,barcoded_cell_sample_nhash_id,Barcoded Cell Sample NHash ID,NIMP generated globally unique identifier for a Barcoded Cell Sample,text,"","","","","",Barcoded Cell Sample,No,"","",Barcoded Cell Sample,Identification,""
PD-ONONEV39,barcoded_cell_sample_number_of_expected_cells,Barcoded Cell Sample Number of Expected Cells,"Expected number of cells/nuclei of a barcoded_cell_sample that will be barcoded and available for sequencing. This is a derived number from 'Barcoded cell input quantity count' that is dependent on the ""capture rate"" of the barcoding method. It is usually a calculated fraction of the 'Barcoded cell input quantity count' going into the barcoding method.",numeric,integer,"",0,"","",Barcoded Cell Sample,No,"",f10e928d-5a2b-4943-af18-d8fe5d05528d,Barcoded Cell Sample,Preparation,""
PD-SHSHZS25,barcoded_cell_sample_preparation_date,Barcoded Cell Sample Preparation Date,Date of barcoded cell sample creation.,date,"","","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Preparation,""
PD-GXHIXI56,project_identifier,The Database ID of the Project This Barcoded Cell Sample is for,NIMP database id for the project this Barcoded Cell Sample belongs to,numeric,"","","","","",Barcoded Cell Sample,No,"","",Barcoded Cell Sample,Ownership,""
PD-KJKJZK32,barcoded_cell_sample_port_well,Barcoded Cell Sample Port Well,Specific position of the loaded port of the 10x chip. An Enriched or Dissociated Cell Sample is loaded into a port on a chip (creating a Barcoded Cell Sample). Can be left null for non-10x methods.,text,"","","","","",Barcoded Cell Sample,Yes,"",aca38100-d245-4be4-9be3-ba27192779fe,Barcoded Cell Sample,Preparation,""
PD-ZZZZWQ40,barcoded_cell_input_quantity_count,Barcoded Cell Input Quantity Count,Number of enriched or dissociated cells/nuclei going into the barcoding process.,numeric,integer,"",0,"","",Barcoded Cell Sample,Yes,"",aa534269-7c9b-4b63-b990-eea8cda56d0e,Barcoded Cell Sample,Preparation,""
PD-TDTDDF25,barcoded_cell_sample_technique,Barcoded Cell Sample Technique,"Required standardized nomenclature to describe the general method used to barcode individual cells. This method (eg Multiome, ATAConly, GEXonly) will be more general than the Library Method (which is specific for alignment) and could be used for general classification of Barcoded Cell Samples.",categorical,"","","","","",Barcoded Cell Sample,No,"","",Barcoded Cell Sample,Preparation,Multiome/#/MultiomeATACOnly/#/ATACOnlyGEXOnly/#/GEXOnlysnm3C-seq/#/snm3C-seqDroplet Paired-Tag/#/Droplet Paired-TagSlide-tag_std/#/Slide-tag_stdSlide-tag_recon/#/Slide-tag_reconsnmCT-seq/#/snmCT-seqPatchSeq-SmartSeq/#/PatchSeq-SmartSeqSmartSeq/#/SmartSeqDBiT-Seq/#/DBiT-SeqStereoSeq/#/StereoSeqTrekker_10xFlex-GEMXv2/#/Trekker_10xFlex-GEMXv2Trekker_10xV4/#/Trekker_10xV410xFlex-GEMXv2/#/10xFlex-GEMXv2Trekker_10xFlex-GEMX/#/Trekker_10xFlex-GEMX
"",amplified_cdna,Amplified cDNA,"","","","","","","","","","","","","",""
PD-YAAGGG39,amplified_cdna_local_name,Amplified cDNA Local Name / Identifier,"Name of a collection of cDNA molecules derived and amplified from an input barcoded_cell_sample. These cDNA molecules represent the gene expression of each cell, with all cDNA molecules from a given cell retaining that cell's unique barcode from the cell barcoding step. This is a necessary step for GEX methods but is not used for ATAC methods.",text,"","","","","",Amplified cDNA,No,"",e2606a11-114e-472f-9e05-33f9b6fc3089,Amplified cDNA,Identification,""
PD-RAIFQQ23,amplified_cdna_nhash_id,Amplified CDNA NHash ID,NIMP generated globally unique identifier for Amplified cDNA,text,"","","","","",Amplified cDNA,No,"","",Amplified cDNA,Identification,""
PD-BYBYBY24,amplified_cdna_preparation_date,Amplified cDNA Preparation Date,Date of cDNA amplification.,date,"","","","","",Amplified cDNA,Yes,"",6cc333e7-9b98-497f-b7b1-eae904db2400,Amplified cDNA,Preparation,""
PD-TITIIC26,amplified_cdna_amplified_quantity_ng,Amplified cDNA Amplified Quantity Ng,Amount of cDNA produced after cDNA amplification measured in nanograms,numeric,float,"",0,"","",Amplified cDNA,Yes,"",0db79d05-8612-4896-b9d3-eb1558841449,Amplified cDNA,Preparation,""
PD-OKOKQD38,amplified_cdna_pcr_cycles,Amplified cDNA PCR Cycles,Number of PCR cycles used during cDNA amplification for this cDNA.,numeric,integer,"",0,"","",Amplified cDNA,Yes,"",3827634c-3f8f-4760-b358-86ce4b030238,Amplified cDNA,Preparation,""
PD-XXXXFQ31,amplified_cdna_rna_amplification_pass_fail,Amplified cDNA RNA Amplification Pass-Fail,Pass or Fail result based on qualitative assessment of cDNA yield and size.,categorical,"","","","","",Amplified cDNA,Yes,"",bc62bdb2-7dc8-4404-bb84-ce0bbcae59e5,Amplified cDNA,Preparation,Pass/#/PassFail/#/FailLow QC/#/Low QCNot evaluated/#/Not evaluated
PD-JJJJWD35,amplified_cdna_percent_cdna_longer_than_400bp,Amplified cDNA Percent CDNA Longer Than 400bp,QC metric to measure mRNA degradation of cDNA. Higher % is higher quality starting material. Over 400bp is used as a universal cutoff for intact (full length) vs degraded cDNA and is a common output from Bioanalyzer and Fragment Analyzer elecropheragrams.,numeric,float,"",0,"","",Amplified cDNA,Yes,"",8d150467-f69e-461c-b54c-bcfd22f581e5,Amplified cDNA,Preparation,""
PD-SCSCTM41,cdna_amplification_set,cDNA Amplification Set,"cDNA amplification set, containing multiple amplified_cDNA_names that were processed at the same time.",text,"","","","","",Amplified cDNA,Yes,"",42e98a88-50b3-4ea2-871b-2142f6a0dfdd,Amplified cDNA,Preparation,""
"",library,Library,"","","","","","","","","","","","","",""
PD-AJJUCC35,library_local_name,Local Library Name,"Name of a library, which is a collection of fragmented and barcode-indexed DNA molecules for sequencing. An index or barcode is typically introduced to enable identification of library origin to allow libraries to be pooled together for sequencing.",text,"","","","","",Library,No,"",f717e254-3630-4342-be7b-4d56376e7afe,Library,Identification,""
PD-LAGVFB34,library_nhash_id,Library NHash ID,NIMP generated globally unique identifier for a Library,text,"","","","","",Library,No,"","",Library,Identification,""
PD-AJAJCN35,library_technique,Library Technique,"Standardized nomenclature to describe the library method used. This specifies the alignment method required for the library. For example, 10xV3.1 (for RNASeq single assay), 10xMult-GEX (for RNASeq multiome assay), and 10xMult-ATAC (for ATACSeq multiome assay)",categorical,"","","","","",Library,No,"",7b60d59e-fdd7-4b27-a2d4-cae9b69103a6,Library,Preparation,SMARTSeqSC/#/SMARTSeqSCSmartSeq3/#/SmartSeq310xV3.1/#/10xV3.110xV3.1_HT/#/10xV3.1_HT10xMultiome;GEX/#/10xMultiome;GEX10xMultiome;ATAC/#/10xMultiome;ATAC10xATAC_V2.0/#/10xATAC_V2.010XMultiome-CellHashing;GEX/#/10XMultiome-CellHashing;GEX10XMultiome-CellHashing;ATAC/#/10XMultiome-CellHashing;ATAC10XMultiome-Cell Hashing;Barcode/#/10XMultiome-Cell Hashing;Barcode10xV3.1_CellPlex;GEX/#/10xV3.1_CellPlex;GEX10xV3.1_CellPlex;Barcode/#/10xV3.1_CellPlex;Barcode10xV3.1_HT_CellPlex;GEX/#/10xV3.1_HT_CellPlex;GEX10xV3.1_HT_CellPlex;Barcode/#/10xV3.1_HT_CellPlex;BarcodeMethylC-Seq/#/MethylC-Seqsnm3C-seq/#/snm3C-seqsnmCT-seq/#/snmCT-seqscATAC-seq/#/scATAC-seqMERFISH/#/MERFISHSlide-seq MERFISH/#/Slide-seq MERFISHwhole brain MERFISH/#/whole brain MERFISHDBiT RNA-seq/#/DBiT RNA-seqDBiT ATAC-seq/#/DBiT ATAC-seqDroplet Paired-Tag; DNA/#/Droplet Paired-Tag; DNADroplet Paired-Tag; RNA/#/Droplet Paired-Tag; RNAMultiplex Droplet Paired-Tag; DNA/#/Multiplex Droplet Paired-Tag; DNAMultiplex Droplet Paired-Tag; RNA/#/Multiplex Droplet Paired-Tag; RNA10xV4/#/10xV410x_5P_v5.2/#/10x_5P_v5.2PIPSeq_T2_3P_v4+/#/PIPSeq_T2_3P_v4+PIPSeq_T20_3P_v4+/#/PIPSeq_T20_3P_v4+Slide-tag_10x5Pv2;GEX/#/Slide-tag_10x5Pv2;GEXSlide-tag_10x5Pv2;Spatial/#/Slide-tag_10x5Pv2;SpatialSlide-tag_PIPSeq_T100_3P_v4+;GEX/#/Slide-tag_PIPSeq_T100_3P_v4+;GEXSlide-tag_PIPSeq_T100_3P_v4+;Spatial/#/Slide-tag_PIPSeq_T100_3P_v4+;SpatialSlide-tag_PIPSeq_T20_3P_v4+;GEX/#/Slide-tag_PIPSeq_T20_3P_v4+;GEXSlide-tag_PIPSeq_T20_3P_v4+;Spatial/#/Slide-tag_PIPSeq_T20_3P_v4+;Spatial10x5Pv3/#/10x5Pv3Slide-tag_10xV4;GEX/#/Slide-tag_10xV4;GEXSlide-tag_10xV4;Spatial/#/Slide-tag_10xV4;SpatialSlide-tag_TruSeq;Recon/#/Slide-tag_TruSeq;Recon10xV4_OCM/#/10xV4_OCMSMARTSeqV4/#/SMARTSeqV4GEX/#/GEXStereoSeq;Spatial/#/StereoSeq;SpatialTrekker_10xFlex-GEMXv2;GEX/#/Trekker_10xFlex-GEMXv2;GEXTrekker_10xFlex-GEMXv2;Spatial/#/Trekker_10xFlex-GEMXv2;SpatialTrekker_10xFlex-GEMXv2;Spatial/#/Trekker_10xFlex-GEMXv2;SpatialTrekker_10xFlex-GEMXv2;Spatial/#/Trekker_10xFlex-GEMXv2;Spatial10xFlex-GEMXv2/#/10xFlex-GEMXv210xV3.1_LT/#/10xV3.1_LTTrekker_10xFlex-GEMX;GEX/#/Trekker_10xFlex-GEMX;GEX10xV3/#/10xV3StereoSeq;GEX/#/StereoSeq;GEXTrekker_10xV4;GEX/#/Trekker_10xV4;GEXTrekker_10xV4;Spatial/#/Trekker_10xV4;SpatialTrekker_10xFlex-GEMX;Spatial/#/Trekker_10xFlex-GEMX;Spatial10xMultiomeGEMX;ATAC/#/10xMultiomeGEMX;ATAC10xMultiomeGEMX;GEX/#/10xMultiomeGEMX;GEX10xVisiumHD;GEX/#/10xVisiumHD;GEX
PD-VLLMWZ60,library_r1_r2_index,R1/R2 Index,"Name of the pair of library indexes used for sequencing. Indexes allow libraries to be pooled together for sequencing. Sequencing output (fastq) are demultiplexed by using the indexes for each library. The name will be associated with the sequences of i7, i5, and i5as, which are needed by SeqCores for demultiplexing. The required direction of the sequence (sense or antisense) of the index can differ depending on sequencing instruments.",categorical,"","","","","",Library,Yes,"",c94b5d8a-e92d-47af-8c0e-ea3b58be4d06,Library,Preparation,library_r1_r2_index_value_set.csv
PD-JCJCNM35,library_preparation_date,Library Preparation Date,Date of library construction,date,"","","","","",Library,Yes,"",9c2f575d-1b64-451d-894f-656861afe07a,Library,Preparation,""
PD-UAPUJF38,library_additional_commnents,Additional Comments,Additional comments about the library,text,"","","","","",Library,Yes,"","",Library,Preparation,""
PD-RKRKCN35,library_source_type,Library Source Type,The upstream resource type for library creation. Could be either Barcoded Cell Samples or Amplified cDNA,categorical,"","","","","",Library,Yes,"","",Library,Reference,barcoded_cell_sample/#/barcoded_cell_sampleamplified_cdna/#/amplified_cdna
PD-GXVSXI56,project_identifier,The Database ID of the Project This Library is for,NIMP database id for the project this Library is associated with,numeric,"","","","","",Library,No,"","",Library,Ownership,""
PD-VJVJLC46,library_avg_size_bp,Library Avg Size Bp,Average size of the library in terms of base pairs. This is used to calculate the molarity before pooling and sequencing.,numeric,integer,"",0,"","",Library,Yes,"",f851eba9-56d1-4472-9d0c-d7f8bc33000a,Library,Metrics,""
PD-DCDCLD43,library_concentration_nm,Library Concentration Nm,Concentration of library in terms of nM (nMol/L). Number of molecules is needed for accurate pooling of the libraries and for generating the number of target reads/cell in sequencing.,numeric,float,"",0,"","",Library,Yes,"",90805b3f-f380-4f23-b159-e7eaa0c8f052,Library,Metrics,""
PD-AFAFXP37,library_input_ng,Library Input Ng,Amount of cDNA going into library construction in nanograms.,numeric,float,"",0,"","",Library,Yes,"",e4d31d97-722d-4771-a0e4-e6062190f2c1,Library,Metrics,""
PD-QHQHQB42,library_prep_pass_fail,Library Prep Pass-Fail,Pass or Fail result based on qualitative assessment of library yield and size.,categorical,"","","","","",Library,Yes,"",6817ede2-7ead-402d-9dbc-131aca627c6c,Library,Metrics,Pass/#/PassFail/#/FailLow QC/#/Low QCNot evaluated/#/Not evaluated
PD-PCPCVR50,library_prep_set,Library Prep Set,"Library set, containing multiple library_names that were processed at the same time.",text,"","","","","",Library,Yes,"",b124ffa9-9134-4a61-a30d-bb191b2fc7fa,Library,Metrics,""
PD-JYJYDK42,library_quantification_fmol,Library Quantification FMOL,Amount of library generated in terms of femtomoles,numeric,float,"",0,"","",Library,Yes,"",4c09ada7-c116-48bc-8fb1-0dcf5c4b939a,Library,Metrics,""
PD-TNTNXP37,library_quantification_ng,Library Quantification NG,Amount of library generated in terms of nanograms,numeric,float,"",0,"","",Library,Yes,"",318b2d3a-dae7-4c63-bfbb-93862b92f63e,Library,Metrics,""
"",library_pool,Library Pool,"","","","","","","","","","","","","",""
PD-KKIAPA48,library_pool_local_name,Library Pool Local Name / Identifier,"Library lab's library pool name. For some labs this may be the same as ""Libray pool tube local name"". Other labs distinguish between the local tube label of the library pool and the library pool name provided to SeqCore for tracking. Local Pool Name is used to communicate sequencing status between SeqCore and Library Labs.",text,"","","","","",Library Pool,No,"",29e0578b-6427-4c93-b29b-bde27fbadeec,Library Pool,Identification,""
PD-LAQLFB34,library_pool_nhash_id,Library Pool NHash ID,NIMP generated globally unique identifier for a Library Pool,text,"","","","","",Library Pool,No,"","",Library Pool,Identification,""
PD-WNYWPA48,library_pool_local_tube_id,Local Tube Name / Identifier,"Library Pool Tube local name. Label of the tube containing the library pool, which is made up of multiple library_aliquots. This is a Library Lab local tube name, before the pool is aliquoted to the Seq Core provided tube 'Library Pool Tube Name'.",text,"","","","","",Library Pool,Yes,"",f1fdea98-7849-4def-a62f-a04cbbf98922,Library Pool,Preparation,""
PD-KNKNCC35,library_pool_tube_barcode,Library Pool Tube Barcode,Library Pool tube name as provided by the SeqCore (often a barcode). This tube is provided from the SeqCore and is part of the SeqCore tracking system.,text,"","","","","",Library Pool,Yes,"",da02a0ee-9abf-45ef-abb1-981f1aaba6b2,Library Pool,Preparation,""
PD-XUXUNM35,library_pool_preparation_date,Library Pool Preparation Date,Date of library pool construction.,date,"","","","","",Library Pool,Yes,"",ef950ca1-2a62-4fce-a826-6c27d94d3be3,Library Pool,Preparation,""
PD-QXKHSS51,library_aliquot_local_names,Names of Aliquots for the Libraries,One library in the library pool. Each Library_aliquot_name in a library pool will have a unique R1/R2 index to allow for sequencing together then separating the sequencing output by originating library aliquot through the process of demultiplexing. The resulting demultiplexed fastq files will include the library_aliquot_name.,text,"","","","","",Library Pool,No,"",34191bad-d167-4335-8224-ade897d3728e,Library Pool,Reference,""
PD-KRKRCT43,fastq_file_alignment_status,FASTQ File Alignment Status,The FASTQ file alignment status as reported by the Library Lab,categorical,"","","","","",Library Aliquot,Yes,TBD,"",Library Aliquot,Sequencing Outcome,1/#/Pass2/#/Pass-Flag3/#/Fail-Withhold
"",library_package,Library Package,"","","","","","","","","","","","","",""
PD-XNKYPA48,library_package_local_name,Library Package Local Name / Identifier,Library lab's library package name.,text,"","","","","",Library Package,No,"","",Library Package,Identification,""
PD-ZVNXTM45,sequencing_center_id,ID of the Target Sequencing Center,NIMP id for the Sequencing Center this Library Package will be sent to.,categorical,"","","","","",Library Package,No,"","",Library Package,Preparation,1/#/BROAD3/#/NYGC4/#/AIBS-Proxy
PD-JLYJNM35,library_package_submisson_date,Library Package Submission Date,The date when this Library Package is submitted to the Sequencing Center as reported by the library lab,date,"","","","","",Library Package,Yes,"","",Library Package,Preparation,""
PD-SHSHTC41,slab_database_id,Slab Database ID,NIMP database id for the slab,numeric,"","","","","",Slab,No,"","",Slab,Identification,""
PD-ETETKR49,width,Width,NIMP approximation for the width of the slab. This is calculated based on the cropped scale and its dimension provided by the user,numeric,"","","","","",Slab,Yes,"","",Slab,Dimensions,""
PD-BNBNLC46,height,Height,NIMP approximation for the height of the slab. This is calculated based on the cropped scale and its dimension provided by the user,numeric,"","","","","",Slab,Yes,"","",Slab,Dimensions,""
PD-ZGZGDX47,pixels_per_mm,Pixels Per Mm,NIMP approximation for the pixels per millimeter in the slab image. This is calculated based on the cropped scale and its dimension provided by the user,numeric,"","","","","",Slab,Yes,"","",Slab,Dimensions,""
PD-ZUVZLD43,donor_database_id,Upstream Donor Database ID,NIMP database id of the upstream donor,numeric,"","","","","",Tissue,"No, for ""Other Tissues"" (non-standard tissues)","","",Tissue,Reference,""
PD-HRHRWQ40,request_database_id,Request Database ID,NIMP database id for a request,numeric,integer,"","","","",Specimen Request,No,"","",Specimen Request,Identification,""
"",roi,ROI,"","","","","","","","","","","","","",""
PD-FCFCHS40,roi_nhash_id,ROI NHash ID,NIMP generated globally unique identifier for an ROI,text,"","","","","",ROI,No,"","",ROI,Identification,""
PD-RPRPTM41,roi_local_name,ROI Local Name,The requester's identifier for the ROI,text,"","","","","",ROI,Yes,"","",ROI,Identification,""
PD-CWCWWQ40,roi_database_id,ROI Database ID,NIMP database id for the ROI,numeric,"","","","","",ROI,No,"","",ROI,Identification,""
PD-CRULLD43,slab_database_id,Upstream Slab Database ID,NIMP database id for the upstream slab that the ROI was requested from,numeric,"","","","","",ROI,No,"","",ROI,Reference,""
PD-RKGJLD43,roi_database_id,Upstream Database ROI ID,NIMP database id of the upstream ROI,numeric,"","","","","",Tissue,"No, for ""Standard Tissues""","","",Tissue,Reference,""
PD-YYTNDZ58,tissue_nhash_ids,Upstream Tissue NHash IDs,NIMP generated globally unique identifier for upstream tissues,text,"","","","","",Dissociated Cell Sample,No,"","",Dissociated Cell Sample,Reference,""
PD-EFEFDO27,enriched_cell_sample_database_id,Enriched Cell Sample Database ID,NIMP database id for an Enriched Cell Sample,numeric,"","","","","",Enriched Cell Sample,No,"","",Enriched Cell Sample,Identification,""
PD-YVDVKK43,input_enriched_cell_sample_database_id,Upstream Enriched Cell Sample Database ID,NIMP database id for the upstream Enriched Cell Sample,numeric,"","","","","",Enriched Cell Sample,"No, if the Enriched Cell Sample is created from another Enriched Cell Sample","","",Enriched Cell Sample,Reference,""
PD-JORRDZ58,dissociated_cell_sample_nhash_ids,Upstream Dissociated Cell Sample NHash IDs,NIMP generated globally unique identifiers for upstream Dissociated Cell Samples if this Barcoded Cell Sample is generated from Dissociated Cell Samples,text,"","","","","",Barcoded Cell Sample,"No, if the Barcoded Cell Sample is created from Dissociated Cell Samples","","",Barcoded Cell Sample,Reference,""
PD-QCQCRC24,barcoded_cell_sample_database_id,Barcoded Cell Sample Database ID,NIMP database id for a Barcoded Cell Sample,numeric,"","","","","",Barcoded Cell Sample,No,"","",Barcoded Cell Sample,Identification,""
PD-KJRKDZ58,enriched_cell_sample_nhash_ids,Upstream Enriched Cell Sample NHash IDs,NIMP generated globally unique identifiers for upstream Enriched Cell Samples if this Barcoded Cell Sample is generated from Enriched Cell Samples,text,"","","","","",Barcoded Cell Sample,"No, if the Barcoded Cell Sample is created from Enriched Cell Samples","","",Barcoded Cell Sample,Reference,""
PD-XJXJJB23,amplified_cdna_database_id,Amplified cDNA Database ID,NIMP database id for Amplified cDNA,numeric,"","","","","",Amplified cDNA,No,"","",Amplified cDNA,Identification,""
PD-GCDSKK43,barcoded_cell_sample_database_id,Upstream Barcoded Cell Sample Database ID for Library,NIMP database id of the upstream Barcoded Cell Sample,numeric,"","","","","",Library,"No, if the Library is created from a Barcoded Cell Sample","",4c0e6380-e53f-4173-a474-d41e836fefe3,Library,Reference,""
PD-TQTQKV34,library_database_id,Library Database ID ,NIMP database id for the library,numeric,"","","","","",Library,No,"","",Library,Identification,""
PD-VZZWLD43,amplified_cdna_database_id,Upstream Amplified CDNA Database ID,NIMP database id of the upstream Amplified cDNA,numeric,"","","","","",Library,"No, if the Library is created from a amplified cDNA","","",Library,Reference,""
"",library_aliquot,Library Aliquot,"","","","","","","","","","","","","",""
